"incident_date","allegation_id","disciplined","officer1","officer2"
"2015-01-02 18:00:00-06",104086,False,22074,2191
"2015-01-02 18:00:00-06",104086,False,2191,22074
"2015-02-23 18:00:00-06",104561,False,23815,9428
"2015-02-23 18:00:00-06",104561,False,9428,23815
"2015-05-20 19:00:00-05",105485,False,31847,25717
"2015-05-20 19:00:00-05",105485,False,31847,32129
"2015-05-20 19:00:00-05",105485,False,31847,15925
"2015-05-20 19:00:00-05",105485,False,31847,32383
"2015-05-20 19:00:00-05",105485,False,31847,31855
"2015-05-20 19:00:00-05",105485,False,31847,32245
"2015-05-20 19:00:00-05",105485,False,31847,32162
"2015-05-20 19:00:00-05",105485,False,31847,26145
"2015-05-20 19:00:00-05",105485,False,25717,31847
"2015-05-20 19:00:00-05",105485,False,25717,32129
"2015-05-20 19:00:00-05",105485,False,25717,15925
"2015-05-20 19:00:00-05",105485,False,25717,32383
"2015-05-20 19:00:00-05",105485,False,25717,31855
"2015-05-20 19:00:00-05",105485,False,25717,32245
"2015-05-20 19:00:00-05",105485,False,25717,32162
"2015-05-20 19:00:00-05",105485,False,25717,26145
"2015-05-20 19:00:00-05",105485,False,32129,31847
"2015-05-20 19:00:00-05",105485,False,32129,25717
"2015-05-20 19:00:00-05",105485,False,32129,15925
"2015-05-20 19:00:00-05",105485,False,32129,32383
"2015-05-20 19:00:00-05",105485,False,32129,31855
"2015-05-20 19:00:00-05",105485,False,32129,32245
"2015-05-20 19:00:00-05",105485,False,32129,32162
"2015-05-20 19:00:00-05",105485,False,32129,26145
"2015-05-20 19:00:00-05",105485,False,15925,31847
"2015-05-20 19:00:00-05",105485,False,15925,25717
"2015-05-20 19:00:00-05",105485,False,15925,32129
"2015-05-20 19:00:00-05",105485,False,15925,32383
"2015-05-20 19:00:00-05",105485,False,15925,31855
"2015-05-20 19:00:00-05",105485,False,15925,32245
"2015-05-20 19:00:00-05",105485,False,15925,32162
"2015-05-20 19:00:00-05",105485,False,15925,26145
"2015-05-20 19:00:00-05",105485,False,32383,31847
"2015-05-20 19:00:00-05",105485,False,32383,25717
"2015-05-20 19:00:00-05",105485,False,32383,32129
"2015-05-20 19:00:00-05",105485,False,32383,15925
"2015-05-20 19:00:00-05",105485,False,32383,31855
"2015-05-20 19:00:00-05",105485,False,32383,32245
"2015-05-20 19:00:00-05",105485,False,32383,32162
"2015-05-20 19:00:00-05",105485,False,32383,26145
"2015-05-20 19:00:00-05",105485,False,31855,31847
"2015-05-20 19:00:00-05",105485,False,31855,25717
"2015-05-20 19:00:00-05",105485,False,31855,32129
"2015-05-20 19:00:00-05",105485,False,31855,15925
"2015-05-20 19:00:00-05",105485,False,31855,32383
"2015-05-20 19:00:00-05",105485,False,31855,32245
"2015-05-20 19:00:00-05",105485,False,31855,32162
"2015-05-20 19:00:00-05",105485,False,31855,26145
"2015-05-20 19:00:00-05",105485,False,32245,31847
"2015-05-20 19:00:00-05",105485,False,32245,25717
"2015-05-20 19:00:00-05",105485,False,32245,32129
"2015-05-20 19:00:00-05",105485,False,32245,15925
"2015-05-20 19:00:00-05",105485,False,32245,32383
"2015-05-20 19:00:00-05",105485,False,32245,31855
"2015-05-20 19:00:00-05",105485,False,32245,32162
"2015-05-20 19:00:00-05",105485,False,32245,26145
"2015-05-20 19:00:00-05",105485,False,32162,31847
"2015-05-20 19:00:00-05",105485,False,32162,25717
"2015-05-20 19:00:00-05",105485,False,32162,32129
"2015-05-20 19:00:00-05",105485,False,32162,15925
"2015-05-20 19:00:00-05",105485,False,32162,32383
"2015-05-20 19:00:00-05",105485,False,32162,31855
"2015-05-20 19:00:00-05",105485,False,32162,32245
"2015-05-20 19:00:00-05",105485,False,32162,26145
"2015-05-20 19:00:00-05",105485,False,26145,31847
"2015-05-20 19:00:00-05",105485,False,26145,25717
"2015-05-20 19:00:00-05",105485,False,26145,32129
"2015-05-20 19:00:00-05",105485,False,26145,15925
"2015-05-20 19:00:00-05",105485,False,26145,32383
"2015-05-20 19:00:00-05",105485,False,26145,31855
"2015-05-20 19:00:00-05",105485,False,26145,32245
"2015-05-20 19:00:00-05",105485,False,26145,32162
"2015-08-15 19:00:00-05",106361,False,18657,5381
"2015-08-15 19:00:00-05",106361,False,18657,3287
"2015-08-15 19:00:00-05",106361,False,5381,18657
"2015-08-15 19:00:00-05",106361,False,5381,3287
"2015-08-15 19:00:00-05",106361,False,3287,18657
"2015-08-15 19:00:00-05",106361,False,3287,5381
"2015-10-28 19:00:00-05",107135,False,32020,32198
"2015-10-28 19:00:00-05",107135,False,32020,31859
"2015-10-28 19:00:00-05",107135,False,32020,32013
"2015-10-28 19:00:00-05",107135,False,32020,32384
"2015-10-28 19:00:00-05",107135,False,32020,31932
"2015-10-28 19:00:00-05",107135,False,32020,32365
"2015-10-28 19:00:00-05",107135,False,32198,32020
"2015-10-28 19:00:00-05",107135,False,32198,31859
"2015-10-28 19:00:00-05",107135,False,32198,32013
"2015-10-28 19:00:00-05",107135,False,32198,32384
"2015-10-28 19:00:00-05",107135,False,32198,31932
"2015-10-28 19:00:00-05",107135,False,32198,32365
"2015-10-28 19:00:00-05",107135,False,31859,32020
"2015-10-28 19:00:00-05",107135,False,31859,32198
"2015-10-28 19:00:00-05",107135,False,31859,32013
"2015-10-28 19:00:00-05",107135,False,31859,32384
"2015-10-28 19:00:00-05",107135,False,31859,31932
"2015-10-28 19:00:00-05",107135,False,31859,32365
"2015-10-28 19:00:00-05",107135,False,32013,32020
"2015-10-28 19:00:00-05",107135,False,32013,32198
"2015-10-28 19:00:00-05",107135,False,32013,31859
"2015-10-28 19:00:00-05",107135,False,32013,32384
"2015-10-28 19:00:00-05",107135,False,32013,31932
"2015-10-28 19:00:00-05",107135,False,32013,32365
"2015-10-28 19:00:00-05",107135,False,32384,32020
"2015-10-28 19:00:00-05",107135,False,32384,32198
"2015-10-28 19:00:00-05",107135,False,32384,31859
"2015-10-28 19:00:00-05",107135,False,32384,32013
"2015-10-28 19:00:00-05",107135,False,32384,31932
"2015-10-28 19:00:00-05",107135,False,32384,32365
"2015-10-28 19:00:00-05",107135,False,31932,32020
"2015-10-28 19:00:00-05",107135,False,31932,32198
"2015-10-28 19:00:00-05",107135,False,31932,31859
"2015-10-28 19:00:00-05",107135,False,31932,32013
"2015-10-28 19:00:00-05",107135,False,31932,32384
"2015-10-28 19:00:00-05",107135,False,31932,32365
"2015-10-28 19:00:00-05",107135,False,32365,32020
"2015-10-28 19:00:00-05",107135,False,32365,32198
"2015-10-28 19:00:00-05",107135,False,32365,31859
"2015-10-28 19:00:00-05",107135,False,32365,32013
"2015-10-28 19:00:00-05",107135,False,32365,32384
"2015-10-28 19:00:00-05",107135,False,32365,31932
"2015-12-15 18:00:00-06",107598,"",10000,31225
"2015-12-15 18:00:00-06",107598,"",31225,10000
"2015-12-25 18:00:00-06",107739,False,14479,3986
"2015-12-25 18:00:00-06",107739,False,3986,14479
"2015-01-01 18:00:00-06",104079,False,1248,8088
"2015-01-01 18:00:00-06",104079,False,1248,23320
"2015-01-01 18:00:00-06",104079,False,1248,26930
"2015-01-01 18:00:00-06",104079,False,8088,1248
"2015-01-01 18:00:00-06",104079,False,8088,23320
"2015-01-01 18:00:00-06",104079,False,8088,26930
"2015-01-01 18:00:00-06",104079,False,23320,1248
"2015-01-01 18:00:00-06",104079,False,23320,8088
"2015-01-01 18:00:00-06",104079,False,23320,26930
"2015-01-01 18:00:00-06",104079,False,26930,1248
"2015-01-01 18:00:00-06",104079,False,26930,8088
"2015-01-01 18:00:00-06",104079,False,26930,23320
"2015-01-02 18:00:00-06",104084,False,10445,8400
"2015-01-02 18:00:00-06",104084,False,8400,10445
"2015-01-03 18:00:00-06",104093,False,24101,28056
"2015-01-03 18:00:00-06",104093,False,24101,5873
"2015-01-03 18:00:00-06",104093,False,24101,18940
"2015-01-03 18:00:00-06",104093,False,28056,24101
"2015-01-03 18:00:00-06",104093,False,28056,5873
"2015-01-03 18:00:00-06",104093,False,28056,18940
"2015-01-03 18:00:00-06",104093,False,5873,24101
"2015-01-03 18:00:00-06",104093,False,5873,28056
"2015-01-03 18:00:00-06",104093,False,5873,18940
"2015-01-03 18:00:00-06",104093,False,18940,24101
"2015-01-03 18:00:00-06",104093,False,18940,28056
"2015-01-03 18:00:00-06",104093,False,18940,5873
"2015-01-04 18:00:00-06",104097,False,6870,1299
"2015-01-04 18:00:00-06",104097,False,1299,6870
"2015-01-02 18:00:00-06",104099,False,17217,24563
"2015-01-02 18:00:00-06",104099,False,24563,17217
"2015-01-04 18:00:00-06",104102,False,11400,3388
"2015-01-04 18:00:00-06",104102,False,11400,15842
"2015-01-04 18:00:00-06",104102,False,3388,11400
"2015-01-04 18:00:00-06",104102,False,3388,15842
"2015-01-04 18:00:00-06",104102,False,15842,11400
"2015-01-04 18:00:00-06",104102,False,15842,3388
"2015-01-04 18:00:00-06",104103,False,21671,10119
"2015-01-04 18:00:00-06",104103,False,10119,21671
"2015-01-06 18:00:00-06",104115,True,1097,20056
"2015-01-06 18:00:00-06",104115,True,20056,1097
"2015-01-05 18:00:00-06",104118,False,4852,28720
"2015-01-05 18:00:00-06",104118,False,28720,4852
"2015-01-06 18:00:00-06",104122,True,22947,29531
"2015-01-06 18:00:00-06",104122,False,29531,22947
"2015-01-07 18:00:00-06",104131,False,623,11451
"2015-01-07 18:00:00-06",104131,False,11451,623
"2015-01-07 18:00:00-06",104143,False,26120,28468
"2015-01-07 18:00:00-06",104143,False,28468,26120
"2015-01-09 18:00:00-06",104150,False,26830,13370
"2015-01-09 18:00:00-06",104150,False,13370,26830
"2015-01-09 18:00:00-06",104153,False,15960,18692
"2015-01-09 18:00:00-06",104153,False,18692,15960
"2015-01-09 18:00:00-06",104156,False,9551,26637
"2015-01-09 18:00:00-06",104156,False,9551,10201
"2015-01-09 18:00:00-06",104156,False,26637,9551
"2015-01-09 18:00:00-06",104156,False,26637,10201
"2015-01-09 18:00:00-06",104156,False,10201,9551
"2015-01-09 18:00:00-06",104156,False,10201,26637
"2015-01-10 18:00:00-06",104158,False,28287,21921
"2015-01-10 18:00:00-06",104158,False,21921,28287
"2015-01-08 18:00:00-06",104164,False,17355,17332
"2015-01-08 18:00:00-06",104164,False,17355,19385
"2015-01-08 18:00:00-06",104164,False,17332,17355
"2015-01-08 18:00:00-06",104164,False,17332,19385
"2015-01-08 18:00:00-06",104164,True,19385,17355
"2015-01-08 18:00:00-06",104164,True,19385,17332
"2015-01-12 18:00:00-06",104170,False,13881,5106
"2015-01-12 18:00:00-06",104170,False,5106,13881
"2015-01-12 18:00:00-06",104174,False,2456,10930
"2015-01-12 18:00:00-06",104174,False,10930,2456
"2015-01-12 18:00:00-06",104179,False,27509,28109
"2015-01-12 18:00:00-06",104179,False,28109,27509
"2015-01-13 18:00:00-06",104181,False,19976,22413
"2015-01-13 18:00:00-06",104181,False,22413,19976
"2015-01-10 18:00:00-06",104186,False,17355,17332
"2015-01-10 18:00:00-06",104186,False,17332,17355
"2015-01-12 18:00:00-06",104190,False,24459,1436
"2015-01-12 18:00:00-06",104190,False,1436,24459
"2015-01-12 18:00:00-06",104194,False,32342,5767
"2015-01-12 18:00:00-06",104194,False,32342,6420
"2015-01-12 18:00:00-06",104194,False,32342,20567
"2015-01-12 18:00:00-06",104194,False,32342,11376
"2015-01-12 18:00:00-06",104194,False,5767,32342
"2015-01-12 18:00:00-06",104194,False,5767,6420
"2015-01-12 18:00:00-06",104194,False,5767,20567
"2015-01-12 18:00:00-06",104194,False,5767,11376
"2015-01-12 18:00:00-06",104194,False,6420,32342
"2015-01-12 18:00:00-06",104194,False,6420,5767
"2015-01-12 18:00:00-06",104194,False,6420,20567
"2015-01-12 18:00:00-06",104194,False,6420,11376
"2015-01-12 18:00:00-06",104194,False,20567,32342
"2015-01-12 18:00:00-06",104194,False,20567,5767
"2015-01-12 18:00:00-06",104194,False,20567,6420
"2015-01-12 18:00:00-06",104194,False,20567,11376
"2015-01-12 18:00:00-06",104194,False,11376,32342
"2015-01-12 18:00:00-06",104194,False,11376,5767
"2015-01-12 18:00:00-06",104194,False,11376,6420
"2015-01-12 18:00:00-06",104194,False,11376,20567
"2015-01-12 18:00:00-06",104196,False,21521,21362
"2015-01-12 18:00:00-06",104196,False,21362,21521
"2015-01-15 18:00:00-06",104204,False,270,29200
"2015-01-15 18:00:00-06",104204,False,29200,270
"2015-01-16 18:00:00-06",104208,False,32185,29399
"2015-01-16 18:00:00-06",104208,False,32185,29803
"2015-01-16 18:00:00-06",104208,False,29399,32185
"2015-01-16 18:00:00-06",104208,False,29399,29803
"2015-01-16 18:00:00-06",104208,False,29803,32185
"2015-01-16 18:00:00-06",104208,False,29803,29399
"2015-01-17 18:00:00-06",104215,False,13306,6850
"2015-01-17 18:00:00-06",104215,False,6850,13306
"2015-01-18 18:00:00-06",104219,False,4636,6717
"2015-01-18 18:00:00-06",104219,False,4636,9597
"2015-01-18 18:00:00-06",104219,False,4636,1201
"2015-01-18 18:00:00-06",104219,False,4636,12337
"2015-01-18 18:00:00-06",104219,False,6717,4636
"2015-01-18 18:00:00-06",104219,False,6717,9597
"2015-01-18 18:00:00-06",104219,False,6717,1201
"2015-01-18 18:00:00-06",104219,False,6717,12337
"2015-01-18 18:00:00-06",104219,False,9597,4636
"2015-01-18 18:00:00-06",104219,False,9597,6717
"2015-01-18 18:00:00-06",104219,False,9597,1201
"2015-01-18 18:00:00-06",104219,False,9597,12337
"2015-01-18 18:00:00-06",104219,False,1201,4636
"2015-01-18 18:00:00-06",104219,False,1201,6717
"2015-01-18 18:00:00-06",104219,False,1201,9597
"2015-01-18 18:00:00-06",104219,False,1201,12337
"2015-01-18 18:00:00-06",104219,False,12337,4636
"2015-01-18 18:00:00-06",104219,False,12337,6717
"2015-01-18 18:00:00-06",104219,False,12337,9597
"2015-01-18 18:00:00-06",104219,False,12337,1201
"2015-01-18 18:00:00-06",104225,False,16246,12079
"2015-01-18 18:00:00-06",104225,False,12079,16246
"2015-01-15 18:00:00-06",104226,False,12529,187
"2015-01-15 18:00:00-06",104226,False,187,12529
"2015-01-18 18:00:00-06",104231,"",19005,8300
"2015-01-18 18:00:00-06",104231,"",8300,19005
"2015-01-03 18:00:00-06",104236,False,16544,24599
"2015-01-03 18:00:00-06",104236,False,16544,2228
"2015-01-03 18:00:00-06",104236,False,24599,16544
"2015-01-03 18:00:00-06",104236,False,24599,2228
"2015-01-03 18:00:00-06",104236,False,2228,16544
"2015-01-03 18:00:00-06",104236,False,2228,24599
"2015-01-01 18:00:00-06",104237,False,10326,29896
"2015-01-01 18:00:00-06",104237,False,10326,7020
"2015-01-01 18:00:00-06",104237,False,29896,10326
"2015-01-01 18:00:00-06",104237,False,29896,7020
"2015-01-01 18:00:00-06",104237,False,7020,10326
"2015-01-01 18:00:00-06",104237,False,7020,29896
"2015-01-20 18:00:00-06",104244,False,24866,129
"2015-01-20 18:00:00-06",104244,False,129,24866
"2015-01-19 18:00:00-06",104245,False,21447,22946
"2015-01-19 18:00:00-06",104245,False,21447,24695
"2015-01-19 18:00:00-06",104245,False,22946,21447
"2015-01-19 18:00:00-06",104245,False,22946,24695
"2015-01-19 18:00:00-06",104245,False,24695,21447
"2015-01-19 18:00:00-06",104245,False,24695,22946
"2015-01-16 18:00:00-06",104246,False,32341,3928
"2015-01-16 18:00:00-06",104246,False,3928,32341
"2015-01-09 18:00:00-06",104254,False,16544,24599
"2015-01-09 18:00:00-06",104254,False,16544,29432
"2015-01-09 18:00:00-06",104254,False,16544,2228
"2015-01-09 18:00:00-06",104254,False,16544,12497
"2015-01-09 18:00:00-06",104254,False,16544,442
"2015-01-09 18:00:00-06",104254,False,16544,7590
"2015-01-09 18:00:00-06",104254,False,16544,25369
"2015-01-09 18:00:00-06",104254,False,24599,16544
"2015-01-09 18:00:00-06",104254,False,24599,29432
"2015-01-09 18:00:00-06",104254,False,24599,2228
"2015-01-09 18:00:00-06",104254,False,24599,12497
"2015-01-09 18:00:00-06",104254,False,24599,442
"2015-01-09 18:00:00-06",104254,False,24599,7590
"2015-01-09 18:00:00-06",104254,False,24599,25369
"2015-01-09 18:00:00-06",104254,False,29432,16544
"2015-01-09 18:00:00-06",104254,False,29432,24599
"2015-01-09 18:00:00-06",104254,False,29432,2228
"2015-01-09 18:00:00-06",104254,False,29432,12497
"2015-01-09 18:00:00-06",104254,False,29432,442
"2015-01-09 18:00:00-06",104254,False,29432,7590
"2015-01-09 18:00:00-06",104254,False,29432,25369
"2015-01-09 18:00:00-06",104254,False,2228,16544
"2015-01-09 18:00:00-06",104254,False,2228,24599
"2015-01-09 18:00:00-06",104254,False,2228,29432
"2015-01-09 18:00:00-06",104254,False,2228,12497
"2015-01-09 18:00:00-06",104254,False,2228,442
"2015-01-09 18:00:00-06",104254,False,2228,7590
"2015-01-09 18:00:00-06",104254,False,2228,25369
"2015-01-09 18:00:00-06",104254,False,12497,16544
"2015-01-09 18:00:00-06",104254,False,12497,24599
"2015-01-09 18:00:00-06",104254,False,12497,29432
"2015-01-09 18:00:00-06",104254,False,12497,2228
"2015-01-09 18:00:00-06",104254,False,12497,442
"2015-01-09 18:00:00-06",104254,False,12497,7590
"2015-01-09 18:00:00-06",104254,False,12497,25369
"2015-01-09 18:00:00-06",104254,False,442,16544
"2015-01-09 18:00:00-06",104254,False,442,24599
"2015-01-09 18:00:00-06",104254,False,442,29432
"2015-01-09 18:00:00-06",104254,False,442,2228
"2015-01-09 18:00:00-06",104254,False,442,12497
"2015-01-09 18:00:00-06",104254,False,442,7590
"2015-01-09 18:00:00-06",104254,False,442,25369
"2015-01-09 18:00:00-06",104254,False,7590,16544
"2015-01-09 18:00:00-06",104254,False,7590,24599
"2015-01-09 18:00:00-06",104254,False,7590,29432
"2015-01-09 18:00:00-06",104254,False,7590,2228
"2015-01-09 18:00:00-06",104254,False,7590,12497
"2015-01-09 18:00:00-06",104254,False,7590,442
"2015-01-09 18:00:00-06",104254,False,7590,25369
"2015-01-09 18:00:00-06",104254,False,25369,16544
"2015-01-09 18:00:00-06",104254,False,25369,24599
"2015-01-09 18:00:00-06",104254,False,25369,29432
"2015-01-09 18:00:00-06",104254,False,25369,2228
"2015-01-09 18:00:00-06",104254,False,25369,12497
"2015-01-09 18:00:00-06",104254,False,25369,442
"2015-01-09 18:00:00-06",104254,False,25369,7590
"2015-01-17 18:00:00-06",104269,False,490,13171
"2015-01-17 18:00:00-06",104269,False,13171,490
"2015-01-21 18:00:00-06",104272,"",8399,8398
"2015-01-21 18:00:00-06",104272,"",8398,8399
"2015-01-22 18:00:00-06",104273,"",11874,18001
"2015-01-22 18:00:00-06",104273,"",18001,11874
"2015-01-22 18:00:00-06",104274,False,3082,9704
"2015-01-22 18:00:00-06",104274,False,9704,3082
"2015-01-22 18:00:00-06",104275,False,26304,8428
"2015-01-22 18:00:00-06",104275,False,8428,26304
"2015-01-12 18:00:00-06",104277,True,31660,9088
"2015-01-12 18:00:00-06",104277,True,31660,1435
"2015-01-12 18:00:00-06",104277,True,9088,31660
"2015-01-12 18:00:00-06",104277,True,9088,1435
"2015-01-12 18:00:00-06",104277,True,1435,31660
"2015-01-12 18:00:00-06",104277,True,1435,9088
"2015-01-23 18:00:00-06",104278,"",19005,8300
"2015-01-23 18:00:00-06",104278,"",19005,6561
"2015-01-23 18:00:00-06",104278,"",8300,19005
"2015-01-23 18:00:00-06",104278,"",8300,6561
"2015-01-23 18:00:00-06",104278,"",6561,19005
"2015-01-23 18:00:00-06",104278,"",6561,8300
"2015-01-23 18:00:00-06",104279,False,29428,6187
"2015-01-23 18:00:00-06",104279,False,29428,14344
"2015-01-23 18:00:00-06",104279,False,29428,9877
"2015-01-23 18:00:00-06",104279,False,29428,19384
"2015-01-23 18:00:00-06",104279,False,29428,21340
"2015-01-23 18:00:00-06",104279,False,6187,29428
"2015-01-23 18:00:00-06",104279,False,6187,14344
"2015-01-23 18:00:00-06",104279,False,6187,9877
"2015-01-23 18:00:00-06",104279,False,6187,19384
"2015-01-23 18:00:00-06",104279,False,6187,21340
"2015-01-23 18:00:00-06",104279,False,14344,29428
"2015-01-23 18:00:00-06",104279,False,14344,6187
"2015-01-23 18:00:00-06",104279,False,14344,9877
"2015-01-23 18:00:00-06",104279,False,14344,19384
"2015-01-23 18:00:00-06",104279,False,14344,21340
"2015-01-23 18:00:00-06",104279,False,9877,29428
"2015-01-23 18:00:00-06",104279,False,9877,6187
"2015-01-23 18:00:00-06",104279,False,9877,14344
"2015-01-23 18:00:00-06",104279,False,9877,19384
"2015-01-23 18:00:00-06",104279,False,9877,21340
"2015-01-23 18:00:00-06",104279,True,19384,29428
"2015-01-23 18:00:00-06",104279,True,19384,6187
"2015-01-23 18:00:00-06",104279,True,19384,14344
"2015-01-23 18:00:00-06",104279,True,19384,9877
"2015-01-23 18:00:00-06",104279,True,19384,21340
"2015-01-23 18:00:00-06",104279,False,21340,29428
"2015-01-23 18:00:00-06",104279,False,21340,6187
"2015-01-23 18:00:00-06",104279,False,21340,14344
"2015-01-23 18:00:00-06",104279,False,21340,9877
"2015-01-23 18:00:00-06",104279,False,21340,19384
"2015-01-23 18:00:00-06",104287,"",8145,15776
"2015-01-23 18:00:00-06",104287,"",15776,8145
"2015-01-25 18:00:00-06",104296,False,3793,9239
"2015-01-25 18:00:00-06",104296,False,3793,22286
"2015-01-25 18:00:00-06",104296,False,9239,3793
"2015-01-25 18:00:00-06",104296,False,9239,22286
"2015-01-25 18:00:00-06",104296,False,22286,3793
"2015-01-25 18:00:00-06",104296,False,22286,9239
"2015-01-25 18:00:00-06",104297,False,30120,2851
"2015-01-25 18:00:00-06",104297,False,30120,2509
"2015-01-25 18:00:00-06",104297,False,2851,30120
"2015-01-25 18:00:00-06",104297,False,2851,2509
"2015-01-25 18:00:00-06",104297,False,2509,30120
"2015-01-25 18:00:00-06",104297,False,2509,2851
"2015-01-26 18:00:00-06",104300,False,21450,2560
"2015-01-26 18:00:00-06",104300,False,2560,21450
"2015-01-23 18:00:00-06",104301,False,8145,15776
"2015-01-23 18:00:00-06",104301,False,15776,8145
"2015-01-16 18:00:00-06",104303,False,5290,29204
"2015-01-16 18:00:00-06",104303,False,29204,5290
"2015-01-24 18:00:00-06",104318,False,22485,23357
"2015-01-24 18:00:00-06",104318,False,22485,3055
"2015-01-24 18:00:00-06",104318,False,22485,25191
"2015-01-24 18:00:00-06",104318,False,23357,22485
"2015-01-24 18:00:00-06",104318,False,23357,3055
"2015-01-24 18:00:00-06",104318,False,23357,25191
"2015-01-24 18:00:00-06",104318,False,3055,22485
"2015-01-24 18:00:00-06",104318,False,3055,23357
"2015-01-24 18:00:00-06",104318,False,3055,25191
"2015-01-24 18:00:00-06",104318,False,25191,22485
"2015-01-24 18:00:00-06",104318,False,25191,23357
"2015-01-24 18:00:00-06",104318,False,25191,3055
"2015-01-27 18:00:00-06",104323,"",30797,8475
"2015-01-27 18:00:00-06",104323,"",30797,31562
"2015-01-27 18:00:00-06",104323,"",8475,30797
"2015-01-27 18:00:00-06",104323,"",8475,31562
"2015-01-27 18:00:00-06",104323,"",31562,30797
"2015-01-27 18:00:00-06",104323,"",31562,8475
"2015-01-22 18:00:00-06",104336,False,27296,6763
"2015-01-22 18:00:00-06",104336,False,6763,27296
"2015-01-30 18:00:00-06",104348,False,32271,20196
"2015-01-30 18:00:00-06",104348,False,20196,32271
"2015-02-01 18:00:00-06",104355,False,20276,30933
"2015-02-01 18:00:00-06",104355,False,30933,20276
"2015-01-17 18:00:00-06",104360,"",13737,9525
"2015-01-17 18:00:00-06",104360,"",13737,8237
"2015-01-17 18:00:00-06",104360,"",13737,13147
"2015-01-17 18:00:00-06",104360,"",13737,21463
"2015-01-17 18:00:00-06",104360,"",13737,11078
"2015-01-17 18:00:00-06",104360,"",13737,31785
"2015-01-17 18:00:00-06",104360,"",13737,9057
"2015-01-17 18:00:00-06",104360,"",13737,23730
"2015-01-17 18:00:00-06",104360,"",13737,31526
"2015-01-17 18:00:00-06",104360,"",13737,25600
"2015-01-17 18:00:00-06",104360,"",9525,13737
"2015-01-17 18:00:00-06",104360,"",9525,8237
"2015-01-17 18:00:00-06",104360,"",9525,13147
"2015-01-17 18:00:00-06",104360,"",9525,21463
"2015-01-17 18:00:00-06",104360,"",9525,11078
"2015-01-17 18:00:00-06",104360,"",9525,31785
"2015-01-17 18:00:00-06",104360,"",9525,9057
"2015-01-17 18:00:00-06",104360,"",9525,23730
"2015-01-17 18:00:00-06",104360,"",9525,31526
"2015-01-17 18:00:00-06",104360,"",9525,25600
"2015-01-17 18:00:00-06",104360,"",8237,13737
"2015-01-17 18:00:00-06",104360,"",8237,9525
"2015-01-17 18:00:00-06",104360,"",8237,13147
"2015-01-17 18:00:00-06",104360,"",8237,21463
"2015-01-17 18:00:00-06",104360,"",8237,11078
"2015-01-17 18:00:00-06",104360,"",8237,31785
"2015-01-17 18:00:00-06",104360,"",8237,9057
"2015-01-17 18:00:00-06",104360,"",8237,23730
"2015-01-17 18:00:00-06",104360,"",8237,31526
"2015-01-17 18:00:00-06",104360,"",8237,25600
"2015-01-17 18:00:00-06",104360,"",13147,13737
"2015-01-17 18:00:00-06",104360,"",13147,9525
"2015-01-17 18:00:00-06",104360,"",13147,8237
"2015-01-17 18:00:00-06",104360,"",13147,21463
"2015-01-17 18:00:00-06",104360,"",13147,11078
"2015-01-17 18:00:00-06",104360,"",13147,31785
"2015-01-17 18:00:00-06",104360,"",13147,9057
"2015-01-17 18:00:00-06",104360,"",13147,23730
"2015-01-17 18:00:00-06",104360,"",13147,31526
"2015-01-17 18:00:00-06",104360,"",13147,25600
"2015-01-17 18:00:00-06",104360,"",21463,13737
"2015-01-17 18:00:00-06",104360,"",21463,9525
"2015-01-17 18:00:00-06",104360,"",21463,8237
"2015-01-17 18:00:00-06",104360,"",21463,13147
"2015-01-17 18:00:00-06",104360,"",21463,11078
"2015-01-17 18:00:00-06",104360,"",21463,31785
"2015-01-17 18:00:00-06",104360,"",21463,9057
"2015-01-17 18:00:00-06",104360,"",21463,23730
"2015-01-17 18:00:00-06",104360,"",21463,31526
"2015-01-17 18:00:00-06",104360,"",21463,25600
"2015-01-17 18:00:00-06",104360,"",11078,13737
"2015-01-17 18:00:00-06",104360,"",11078,9525
"2015-01-17 18:00:00-06",104360,"",11078,8237
"2015-01-17 18:00:00-06",104360,"",11078,13147
"2015-01-17 18:00:00-06",104360,"",11078,21463
"2015-01-17 18:00:00-06",104360,"",11078,31785
"2015-01-17 18:00:00-06",104360,"",11078,9057
"2015-01-17 18:00:00-06",104360,"",11078,23730
"2015-01-17 18:00:00-06",104360,"",11078,31526
"2015-01-17 18:00:00-06",104360,"",11078,25600
"2015-01-17 18:00:00-06",104360,"",31785,13737
"2015-01-17 18:00:00-06",104360,"",31785,9525
"2015-01-17 18:00:00-06",104360,"",31785,8237
"2015-01-17 18:00:00-06",104360,"",31785,13147
"2015-01-17 18:00:00-06",104360,"",31785,21463
"2015-01-17 18:00:00-06",104360,"",31785,11078
"2015-01-17 18:00:00-06",104360,"",31785,9057
"2015-01-17 18:00:00-06",104360,"",31785,23730
"2015-01-17 18:00:00-06",104360,"",31785,31526
"2015-01-17 18:00:00-06",104360,"",31785,25600
"2015-01-17 18:00:00-06",104360,False,9057,13737
"2015-01-17 18:00:00-06",104360,False,9057,9525
"2015-01-17 18:00:00-06",104360,False,9057,8237
"2015-01-17 18:00:00-06",104360,False,9057,13147
"2015-01-17 18:00:00-06",104360,False,9057,21463
"2015-01-17 18:00:00-06",104360,False,9057,11078
"2015-01-17 18:00:00-06",104360,False,9057,31785
"2015-01-17 18:00:00-06",104360,False,9057,23730
"2015-01-17 18:00:00-06",104360,False,9057,31526
"2015-01-17 18:00:00-06",104360,False,9057,25600
