"officer_id","row_number","incident_date","incident_date-2","allegation_interval","goodorbad"
19238,"140022","2015-04-01 19:00:00-05","2015-10-27 19:00:00-05","209 days","good"
19305,"140413","2015-10-20 19:00:00-05","2015-11-21 18:00:00-06","32 days","good"
19314,"140484","2015-08-13 19:00:00-05","2016-03-25 19:00:00-05","225 days","good"
19351,"140810","2015-04-21 19:00:00-05","2015-12-16 18:00:00-06","239 days","good"
19384,"141031","2015-01-23 18:00:00-06","2015-12-30 18:00:00-06","341 days","good"
19384,"141032","2015-12-30 18:00:00-06","2016-05-07 19:00:00-05","129 days","good"
19402,"141112","2015-03-09 19:00:00-05","2015-04-05 19:00:00-05","27 days","good"
19407,"141194","2015-11-16 18:00:00-06","2015-11-30 18:00:00-06","14 days","bad"
19407,"141195","2015-11-30 18:00:00-06","2016-05-31 19:00:00-05","183 days","bad"
19418,"141264","2015-04-10 19:00:00-05","2015-04-14 19:00:00-05","4 days","good"
19425,"141304","2015-06-29 19:00:00-05","2015-07-12 19:00:00-05","13 days","good"
19433,"141336","2015-05-27 19:00:00-05","2015-06-19 19:00:00-05","23 days","bad"
19433,"141337","2015-06-19 19:00:00-05","2015-12-11 18:00:00-06","175 days","bad"
19478,"141601","2015-02-24 18:00:00-06","2016-03-26 19:00:00-05","396 days","good"
19549,"142123","2015-02-07 18:00:00-06","2016-02-23 18:00:00-06","381 days","good"
19579,"142300","2015-07-21 19:00:00-05","2015-11-27 18:00:00-06","129 days","good"
19671,"143025","2015-01-27 18:00:00-06","2015-06-11 19:00:00-05","135 days","bad"
19671,"143026","2015-06-11 19:00:00-05","2015-12-02 18:00:00-06","174 days","bad"
19671,"143027","2015-12-02 18:00:00-06","2015-12-20 18:00:00-06","18 days","bad"
19714,"143343","2015-07-29 19:00:00-05","2015-07-29 19:00:00-05","00:00:00","good"
19714,"143344","2015-07-29 19:00:00-05","2017-12-02 18:00:00-06","857 days","good"
19740,"143446","2015-08-28 19:00:00-05","2016-06-07 19:00:00-05","284 days","good"
19762,"143588","2015-08-01 19:00:00-05","2015-10-14 19:00:00-05","74 days","good"
19785,"143679","2015-02-14 18:00:00-06","2015-02-28 18:00:00-06","14 days","bad"
19785,"143680","2015-02-28 18:00:00-06","2015-03-13 19:00:00-05","13 days","bad"
19785,"143681","2015-03-13 19:00:00-05","2015-11-14 18:00:00-06","246 days","bad"
19785,"143682","2015-11-14 18:00:00-06","2017-04-15 19:00:00-05","518 days","bad"
19798,"143833","2015-03-18 19:00:00-05","2015-04-14 19:00:00-05","27 days","good"
19798,"143834","2015-04-14 19:00:00-05","2015-07-24 19:00:00-05","101 days","good"
19798,"143835","2015-07-24 19:00:00-05","2015-12-13 18:00:00-06","142 days","good"
19798,"143836","2015-12-13 18:00:00-06","2016-02-25 18:00:00-06","74 days","good"
19801,"143869","2015-10-10 19:00:00-05","2016-05-26 19:00:00-05","229 days","bad"
19802,"143872","2015-07-17 19:00:00-05","2017-09-16 19:00:00-05","792 days","good"
19829,"144053","2015-08-11 19:00:00-05","2015-09-01 19:00:00-05","21 days","good"
19829,"144054","2015-09-01 19:00:00-05","2016-02-21 18:00:00-06","173 days","good"
19831,"144063","2015-05-01 19:00:00-05","2015-10-28 19:00:00-05","180 days","good"
19835,"144116","2015-03-17 19:00:00-05","2015-11-19 18:00:00-06","247 days","good"
19835,"144117","2015-11-19 18:00:00-06","2015-11-27 18:00:00-06","8 days","good"
19845,"144180","2015-09-25 19:00:00-05","2016-04-29 19:00:00-05","217 days","bad"
19858,"144310","2015-07-03 19:00:00-05","2015-08-14 19:00:00-05","42 days","good"
19858,"144311","2015-08-14 19:00:00-05","2016-01-02 18:00:00-06","141 days","good"
19902,"144675","2015-07-30 19:00:00-05","2016-02-27 18:00:00-06","212 days","good"
19969,"145101","2015-09-12 19:00:00-05","2015-10-14 19:00:00-05","32 days","good"
19969,"145102","2015-10-14 19:00:00-05","2016-05-16 19:00:00-05","215 days","good"
19970,"145124","2015-07-22 19:00:00-05","2015-08-23 19:00:00-05","32 days","good"
19970,"145125","2015-08-23 19:00:00-05","2015-11-02 18:00:00-06","71 days","good"
20056,"145756","2015-01-06 18:00:00-06","2015-11-06 18:00:00-06","304 days","bad"
20057,"145786","2015-06-17 19:00:00-05","2015-06-22 19:00:00-05","5 days","good"
20057,"145787","2015-06-22 19:00:00-05","2015-07-20 19:00:00-05","28 days","good"
20104,"146155","2015-12-14 18:00:00-06","2016-02-06 18:00:00-06","54 days","good"
20107,"146180","2015-06-14 19:00:00-05","2016-03-10 18:00:00-06","270 days","good"
20115,"146259","2015-01-28 18:00:00-06","2016-04-04 19:00:00-05","432 days","good"
20177,"146777","2015-03-20 19:00:00-05","2015-10-16 19:00:00-05","210 days","bad"
20182,"146807","2015-05-18 19:00:00-05","2016-01-21 18:00:00-06","248 days","good"
20187,"146845","2015-05-04 19:00:00-05","2016-01-28 18:00:00-06","269 days","good"
20196,"146887","2015-01-30 18:00:00-06","2015-03-18 19:00:00-05","47 days","good"
20196,"146888","2015-03-18 19:00:00-05","2015-05-18 19:00:00-05","61 days","good"
20196,"146889","2015-05-18 19:00:00-05","2015-06-13 19:00:00-05","26 days","good"
20263,"147393","2015-09-13 19:00:00-05","2016-01-30 18:00:00-06","139 days","good"
20273,"147446","2015-08-25 19:00:00-05","2016-03-16 19:00:00-05","204 days","bad"
20276,"147471","2015-02-01 18:00:00-06","2015-05-01 19:00:00-05","89 days","good"
20458,"148521","2015-08-08 19:00:00-05","2016-01-22 18:00:00-06","167 days","good"
20477,"148632","2015-09-11 19:00:00-05","2015-10-25 19:00:00-05","44 days","good"
20477,"148633","2015-10-25 19:00:00-05","2016-03-09 18:00:00-06","136 days","good"
20495,"148750","2015-03-07 18:00:00-06","2015-07-23 19:00:00-05","138 days","bad"
20495,"148751","2015-07-23 19:00:00-05","2015-09-10 19:00:00-05","49 days","bad"
20495,"148752","2015-09-10 19:00:00-05","2016-02-25 18:00:00-06","168 days","bad"
20536,"148891","2015-07-30 19:00:00-05","2015-10-28 19:00:00-05","90 days","good"
20536,"148892","2015-10-28 19:00:00-05","2016-03-31 19:00:00-05","155 days","good"
20544,"148968","2015-10-02 19:00:00-05","2015-12-09 18:00:00-06","68 days","good"
20658,"149607","2015-06-16 19:00:00-05","2015-12-19 18:00:00-06","186 days","good"
20658,"149608","2015-12-19 18:00:00-06","2016-02-28 18:00:00-06","71 days","good"
20708,"149909","2015-07-19 19:00:00-05","2016-02-01 18:00:00-06","197 days","good"
20724,"150079","2015-12-13 18:00:00-06","2016-05-23 19:00:00-05","162 days","good"
20733,"150140","2015-07-29 19:00:00-05","2015-08-28 19:00:00-05","30 days","good"
20733,"150141","2015-08-28 19:00:00-05","2016-05-23 19:00:00-05","269 days","good"
20738,"150173","2015-06-05 19:00:00-05","2015-06-23 19:00:00-05","18 days","good"
20738,"150174","2015-06-23 19:00:00-05","2015-08-30 19:00:00-05","68 days","good"
20738,"150175","2015-08-30 19:00:00-05","2016-02-05 18:00:00-06","159 days","good"
20772,"150430","2015-11-11 18:00:00-06","2016-01-20 18:00:00-06","70 days","good"
20929,"151429","2015-09-04 19:00:00-05","2016-01-09 18:00:00-06","127 days","good"
21060,"152381","2015-02-20 18:00:00-06","2015-09-13 19:00:00-05","205 days","good"
21124,"152975","2015-02-09 18:00:00-06","2015-06-25 19:00:00-05","136 days","bad"
21124,"152976","2015-06-25 19:00:00-05","2015-09-27 19:00:00-05","94 days","bad"
21124,"152977","2015-09-27 19:00:00-05","2015-12-06 18:00:00-06","70 days","bad"
21146,"153083","2015-11-30 18:00:00-06","2016-03-23 19:00:00-05","114 days","bad"
21189,"153367","2015-01-29 18:00:00-06","2016-02-15 18:00:00-06","382 days","good"
21214,"153556","2015-09-07 19:00:00-05","2016-03-15 19:00:00-05","190 days","good"
21221,"153639","2015-11-27 18:00:00-06","2015-12-04 18:00:00-06","7 days","good"
21325,"154566","2015-03-18 19:00:00-05","2015-05-01 19:00:00-05","44 days","bad"
21325,"154567","2015-05-01 19:00:00-05","2015-08-06 19:00:00-05","97 days","bad"
21325,"154568","2015-08-06 19:00:00-05","2015-11-15 18:00:00-06","101 days","bad"
21326,"154574","2015-01-08 18:00:00-06","2015-06-01 19:00:00-05","144 days","good"
21350,"154807","2015-12-05 18:00:00-06","2017-07-13 19:00:00-05","586 days","good"
21371,"155015","2015-08-02 19:00:00-05","2016-03-28 19:00:00-05","239 days","good"
21411,"155174","2015-10-02 19:00:00-05","2016-05-19 19:00:00-05","230 days","good"
21447,"155470","2015-01-19 18:00:00-06","2015-01-19 18:00:00-06","00:00:00","good"
21447,"155471","2015-01-19 18:00:00-06","2015-04-24 19:00:00-05","95 days","good"
21447,"155472","2015-04-24 19:00:00-05","2015-06-05 19:00:00-05","42 days","good"
21447,"155473","2015-06-05 19:00:00-05","2016-03-15 19:00:00-05","284 days","good"
21455,"155571","2015-02-09 18:00:00-06","2015-08-31 19:00:00-05","203 days","good"
21455,"155572","2015-08-31 19:00:00-05","2015-11-04 18:00:00-06","65 days","good"
21455,"155573","2015-11-04 18:00:00-06","2016-04-18 19:00:00-05","166 days","good"
21456,"155592","2015-02-16 18:00:00-06","2016-01-15 18:00:00-06","333 days","good"
21483,"155879","2015-11-02 18:00:00-06","2016-01-09 18:00:00-06","68 days","good"
21486,"155881","2015-05-12 19:00:00-05","2015-08-13 19:00:00-05","93 days","good"
21492,"155907","2015-06-19 19:00:00-05","2015-06-20 19:00:00-05","1 day","good"
21492,"155908","2015-06-20 19:00:00-05","2015-09-07 19:00:00-05","79 days","good"
21492,"155909","2015-09-07 19:00:00-05","2015-11-28 18:00:00-06","82 days","good"
21492,"155910","2015-11-28 18:00:00-06","2015-12-19 18:00:00-06","21 days","good"
21492,"155911","2015-12-19 18:00:00-06","2015-12-21 18:00:00-06","2 days","good"
21517,"156120","2015-05-01 19:00:00-05","2015-10-02 19:00:00-05","154 days","good"
21562,"156556","2015-12-12 18:00:00-06","2015-12-20 18:00:00-06","8 days","good"
21562,"156557","2015-12-20 18:00:00-06","2016-06-11 19:00:00-05","174 days","good"
21590,"156785","2015-10-14 19:00:00-05","2016-03-05 18:00:00-06","143 days","good"
21596,"156839","2015-10-12 19:00:00-05","2017-10-15 19:00:00-05","734 days","good"
21615,"156965","2015-04-27 19:00:00-05","2015-05-14 19:00:00-05","17 days","bad"
21619,"157002","2015-08-25 19:00:00-05","2015-09-18 19:00:00-05","24 days","good"
21661,"157317","2015-12-01 18:00:00-06","2016-04-12 19:00:00-05","133 days","good"
21671,"157377","2015-01-04 18:00:00-06","2015-05-13 19:00:00-05","129 days","bad"
21712,"157697","2015-02-05 18:00:00-06","2015-07-24 19:00:00-05","169 days","good"
21712,"157698","2015-07-24 19:00:00-05","2015-08-09 19:00:00-05","16 days","good"
21753,"157897","2015-03-24 19:00:00-05","2015-07-09 19:00:00-05","107 days","good"
21766,"157934","2015-01-24 18:00:00-06","2015-10-20 19:00:00-05","269 days","bad"
21766,"157935","2015-10-20 19:00:00-05","2015-11-21 18:00:00-06","32 days","bad"
21771,"157954","2015-02-24 18:00:00-06","2015-05-02 19:00:00-05","67 days","good"
21775,"158011","2015-11-21 18:00:00-06","2016-05-28 19:00:00-05","189 days","good"
21827,"158309","2015-02-01 18:00:00-06","2015-06-17 19:00:00-05","136 days","good"
21873,"158812","2015-06-03 19:00:00-05","2016-02-21 18:00:00-06","263 days","good"
21876,"158875","2015-05-10 19:00:00-05","2016-04-21 19:00:00-05","347 days","good"
21887,"158994","2015-06-30 19:00:00-05","2016-02-26 18:00:00-06","241 days","bad"
21921,"159222","2015-01-10 18:00:00-06","2015-02-27 18:00:00-06","48 days","bad"
21921,"159223","2015-02-27 18:00:00-06","2015-04-23 19:00:00-05","55 days","bad"
21921,"159224","2015-04-23 19:00:00-05","2015-05-22 19:00:00-05","29 days","bad"
21921,"159225","2015-05-22 19:00:00-05","2015-08-02 19:00:00-05","72 days","bad"
21921,"159226","2015-08-02 19:00:00-05","2015-12-23 18:00:00-06","143 days","bad"
21921,"159227","2015-12-23 18:00:00-06","2016-02-26 18:00:00-06","65 days","bad"
21937,"159329","2015-11-05 18:00:00-06","2016-01-16 18:00:00-06","72 days","good"
21941,"159372","2015-07-02 19:00:00-05","2016-02-27 18:00:00-06","240 days","good"
21955,"159435","2015-04-04 19:00:00-05","2015-05-20 19:00:00-05","46 days","good"
21955,"159436","2015-05-20 19:00:00-05","2015-07-23 19:00:00-05","64 days","good"
21955,"159437","2015-07-23 19:00:00-05","2015-08-18 19:00:00-05","26 days","good"
21971,"159515","2015-08-24 19:00:00-05","2015-09-06 19:00:00-05","13 days","good"
21973,"159519","2015-03-31 19:00:00-05","2017-07-24 19:00:00-05","846 days","good"
22151,"160660","2015-07-17 19:00:00-05","2015-10-19 19:00:00-05","94 days","good"
22207,"161078","2015-09-29 19:00:00-05","2015-10-10 19:00:00-05","11 days","good"
22207,"161079","2015-10-10 19:00:00-05","2016-03-06 18:00:00-06","148 days","good"
22218,"161144","2015-07-23 19:00:00-05","2016-03-23 19:00:00-05","244 days","good"
22219,"161152","2015-01-01 18:00:00-06","2015-02-07 18:00:00-06","37 days","good"
22219,"161153","2015-02-07 18:00:00-06","2015-08-13 19:00:00-05","187 days","good"
22256,"161450","2015-11-06 18:00:00-06","2017-04-29 19:00:00-05","540 days","good"
22264,"161483","2015-08-24 19:00:00-05","2015-09-06 19:00:00-05","13 days","good"
22285,"161684","2015-03-31 19:00:00-05","2015-10-01 19:00:00-05","184 days","good"
22285,"161685","2015-10-01 19:00:00-05","2016-05-23 19:00:00-05","235 days","good"
22286,"161689","2015-01-25 18:00:00-06","2015-04-26 19:00:00-05","91 days","good"
22399,"162484","2015-07-30 19:00:00-05","2017-01-14 18:00:00-06","534 days","good"
22430,"162653","2015-09-27 19:00:00-05","2015-11-10 18:00:00-06","44 days","good"
22459,"162821","2015-06-29 19:00:00-05","2015-10-27 19:00:00-05","120 days","good"
22502,"163136","2015-07-03 19:00:00-05","2015-12-18 18:00:00-06","168 days","good"
22502,"163137","2015-12-18 18:00:00-06","2016-03-09 18:00:00-06","82 days","good"
22516,"163272","2015-06-07 19:00:00-05","2015-08-23 19:00:00-05","77 days","good"
22525,"163311","2015-10-13 19:00:00-05","2016-03-08 18:00:00-06","147 days","good"
22532,"163405","2015-07-30 19:00:00-05","2015-09-10 19:00:00-05","42 days","good"
22532,"163406","2015-09-10 19:00:00-05","2015-10-28 19:00:00-05","48 days","good"
22532,"163407","2015-10-28 19:00:00-05","2015-12-02 18:00:00-06","35 days","good"
22552,"163510","2015-03-06 18:00:00-06","2015-05-29 19:00:00-05","84 days","good"
22552,"163511","2015-05-29 19:00:00-05","2015-08-12 19:00:00-05","75 days","good"
22573,"163704","2015-03-13 19:00:00-05","2015-10-13 19:00:00-05","214 days","good"
22575,"163726","2015-06-21 19:00:00-05","2015-07-14 19:00:00-05","23 days","good"
22575,"163727","2015-07-14 19:00:00-05","2015-09-25 19:00:00-05","73 days","good"
22608,"163856","2015-02-01 18:00:00-06","2015-11-20 18:00:00-06","292 days","good"
22668,"164409","2015-12-06 18:00:00-06","2016-01-17 18:00:00-06","42 days","good"
22685,"164470","2015-09-01 19:00:00-05","2015-12-02 18:00:00-06","92 days","good"
22695,"164541","2015-03-04 18:00:00-06","2015-08-25 19:00:00-05","174 days","good"
22701,"164595","2015-04-05 19:00:00-05","2015-08-07 19:00:00-05","124 days","bad"
22701,"164596","2015-08-07 19:00:00-05","2015-08-27 19:00:00-05","20 days","bad"
22760,"164972","2015-02-08 18:00:00-06","2015-02-10 18:00:00-06","2 days","good"
22760,"164973","2015-02-10 18:00:00-06","2015-05-21 19:00:00-05","100 days","good"
22768,"165066","2015-11-06 18:00:00-06","2016-05-23 19:00:00-05","199 days","good"
22789,"165229","2015-03-02 18:00:00-06","2015-06-28 19:00:00-05","118 days","bad"
22789,"165230","2015-06-28 19:00:00-05","2015-07-24 19:00:00-05","26 days","bad"
22827,"165561","2015-02-14 18:00:00-06","2015-06-05 19:00:00-05","111 days","good"
22827,"165562","2015-06-05 19:00:00-05","2015-11-19 18:00:00-06","167 days","good"
22827,"165563","2015-11-19 18:00:00-06","2016-01-04 18:00:00-06","46 days","good"
22917,"166209","2015-04-03 19:00:00-05","2015-04-20 19:00:00-05","17 days","good"
23084,"167202","2015-10-14 19:00:00-05","2015-11-18 18:00:00-06","35 days","good"
23110,"167329","2015-06-16 19:00:00-05","2016-03-17 19:00:00-05","275 days","good"
23152,"167577","2015-05-01 19:00:00-05","2016-04-13 19:00:00-05","348 days","good"
23160,"167662","2015-02-05 18:00:00-06","2015-02-09 18:00:00-06","4 days","good"
23160,"167663","2015-02-09 18:00:00-06","2015-06-25 19:00:00-05","136 days","good"
23171,"167773","2015-06-28 19:00:00-05","2017-11-22 18:00:00-06","878 days","good"
23190,"167906","2015-09-05 19:00:00-05","2015-12-20 18:00:00-06","106 days","good"
23195,"167972","2015-02-02 18:00:00-06","2015-03-19 19:00:00-05","45 days","good"
23344,"169197","2015-05-07 19:00:00-05","2016-04-07 19:00:00-05","336 days","good"
23357,"169274","2015-01-24 18:00:00-06","2016-03-16 19:00:00-05","417 days","good"
23360,"169323","2015-05-10 19:00:00-05","2015-12-02 18:00:00-06","206 days","good"
23413,"169813","2015-06-08 19:00:00-05","2015-09-02 19:00:00-05","86 days","good"
23456,"170119","2015-07-02 19:00:00-05","2016-05-25 19:00:00-05","328 days","good"
23462,"170161","2015-01-29 18:00:00-06","2015-05-11 19:00:00-05","102 days","good"
23462,"170162","2015-05-11 19:00:00-05","2015-09-23 19:00:00-05","135 days","good"
23462,"170163","2015-09-23 19:00:00-05","2015-10-02 19:00:00-05","9 days","good"
23462,"170164","2015-10-02 19:00:00-05","2016-02-15 18:00:00-06","136 days","good"
23470,"170196","2015-09-14 19:00:00-05","2016-01-01 18:00:00-06","109 days","good"
23494,"170344","2015-06-24 19:00:00-05","2015-07-10 19:00:00-05","16 days","good"
23494,"170345","2015-07-10 19:00:00-05","2016-04-22 19:00:00-05","287 days","good"
23500,"170363","2015-08-14 19:00:00-05","2015-11-14 18:00:00-06","92 days","good"
23509,"170397","2015-05-08 19:00:00-05","2015-05-17 19:00:00-05","9 days","good"
23509,"170398","2015-05-17 19:00:00-05","2015-08-15 19:00:00-05","90 days","good"
23509,"170399","2015-08-15 19:00:00-05","2016-03-24 19:00:00-05","222 days","good"
23514,"170446","2015-11-03 18:00:00-06","2016-01-14 18:00:00-06","72 days","good"
23531,"170567","2015-02-26 18:00:00-06","2015-09-22 19:00:00-05","208 days","good"
23531,"170568","2015-09-22 19:00:00-05","2015-10-22 19:00:00-05","30 days","good"
23614,"171138","2015-04-17 19:00:00-05","2015-07-03 19:00:00-05","77 days","good"
23614,"171139","2015-07-03 19:00:00-05","2015-12-13 18:00:00-06","163 days","good"
23633,"171225","2015-04-20 19:00:00-05","2015-05-20 19:00:00-05","30 days","good"
23713,"171753","2015-11-25 18:00:00-06","2016-04-16 19:00:00-05","143 days","good"
23755,"172092","2015-07-23 19:00:00-05","2017-11-03 19:00:00-05","834 days","good"
23775,"172307","2015-08-12 19:00:00-05","2016-04-29 19:00:00-05","261 days","good"
23783,"172419","2015-01-06 18:00:00-06","2015-07-26 19:00:00-05","201 days","bad"
23783,"172420","2015-07-26 19:00:00-05","2015-11-13 18:00:00-06","110 days","bad"
23789,"172489","2015-05-07 19:00:00-05","2016-02-03 18:00:00-06","272 days","good"
23815,"172686","2015-02-23 18:00:00-06","2015-05-27 19:00:00-05","93 days","good"
23829,"172774","2015-08-27 19:00:00-05","2015-12-25 18:00:00-06","120 days","good"
23909,"173336","2015-02-28 18:00:00-06","2015-08-22 19:00:00-05","175 days","good"
23978,"173850","2015-11-25 18:00:00-06","2016-04-16 19:00:00-05","143 days","good"
24028,"174174","2015-06-19 19:00:00-05","2017-01-27 18:00:00-06","588 days","good"
24031,"174200","2015-03-01 18:00:00-06","2015-04-12 19:00:00-05","42 days","good"
24048,"174307","2015-10-13 19:00:00-05","2016-02-10 18:00:00-06","120 days","good"
24097,"174612","2015-06-04 19:00:00-05","2017-09-06 19:00:00-05","825 days","good"
24106,"174666","2015-06-21 19:00:00-05","2015-07-10 19:00:00-05","19 days","good"
24106,"174667","2015-07-10 19:00:00-05","2015-07-14 19:00:00-05","4 days","good"
24106,"174668","2015-07-14 19:00:00-05","2015-08-13 19:00:00-05","30 days","good"
24106,"174669","2015-08-13 19:00:00-05","2015-09-25 19:00:00-05","43 days","good"
24120,"174768","2015-05-05 19:00:00-05","2015-09-24 19:00:00-05","142 days","good"
24120,"174769","2015-09-24 19:00:00-05","2015-10-13 19:00:00-05","19 days","good"
24128,"174888","2015-07-17 19:00:00-05","2016-01-09 18:00:00-06","176 days","good"
24146,"175014","2015-12-21 18:00:00-06","2016-02-24 18:00:00-06","65 days","good"
24150,"175030","2015-07-17 19:00:00-05","2015-11-29 18:00:00-06","135 days","good"
24150,"175031","2015-11-29 18:00:00-06","2016-01-10 18:00:00-06","42 days","good"
24186,"175306","2015-04-05 19:00:00-05","2015-04-05 19:00:00-05","00:00:00","bad"
24186,"175307","2015-04-05 19:00:00-05","2015-04-26 19:00:00-05","21 days","bad"
24186,"175308","2015-04-26 19:00:00-05","2015-10-21 19:00:00-05","178 days","bad"
24300,"176161","2015-04-17 19:00:00-05","2015-06-01 19:00:00-05","45 days","good"
24392,"176800","2015-03-01 18:00:00-06","2015-04-12 19:00:00-05","42 days","good"
24425,"177164","2015-10-29 19:00:00-05","2016-05-31 19:00:00-05","215 days","bad"
24426,"177223","2015-05-30 19:00:00-05","2015-11-13 18:00:00-06","167 days","bad"
24426,"177224","2015-11-13 18:00:00-06","2016-01-03 18:00:00-06","51 days","bad"
24446,"177381","2015-06-29 19:00:00-05","2016-01-13 18:00:00-06","198 days","good"
24449,"177384","2015-10-09 19:00:00-05","2016-04-25 19:00:00-05","199 days","bad"
24468,"177586","2015-07-02 19:00:00-05","2017-01-27 18:00:00-06","575 days","good"
24521,"177908","2015-09-13 19:00:00-05","2017-03-20 19:00:00-05","554 days","good"
24536,"178018","2015-04-04 19:00:00-05","2015-05-20 19:00:00-05","46 days","good"
24536,"178019","2015-05-20 19:00:00-05","2015-07-23 19:00:00-05","64 days","good"
24536,"178020","2015-07-23 19:00:00-05","2015-08-18 19:00:00-05","26 days","good"
24554,"178149","2015-08-08 19:00:00-05","2015-12-24 18:00:00-06","138 days","good"
24560,"178181","2015-03-02 18:00:00-06","2016-03-15 19:00:00-05","379 days","good"
24562,"178217","2015-01-20 18:00:00-06","2015-06-30 19:00:00-05","161 days","good"
24563,"178225","2015-01-02 18:00:00-06","2015-01-04 18:00:00-06","2 days","good"
24572,"178317","2015-05-10 19:00:00-05","2015-09-17 19:00:00-05","130 days","good"
24572,"178318","2015-09-17 19:00:00-05","2016-05-26 19:00:00-05","252 days","good"
24577,"178348","2015-03-12 19:00:00-05","2016-02-05 18:00:00-06","330 days","good"
24599,"178599","2015-01-03 18:00:00-06","2015-01-09 18:00:00-06","6 days","good"
24599,"178600","2015-01-09 18:00:00-06","2015-09-01 19:00:00-05","235 days","good"
24612,"178699","2015-03-04 18:00:00-06","2015-04-18 19:00:00-05","45 days","good"
24615,"178711","2015-05-08 19:00:00-05","2015-05-18 19:00:00-05","10 days","bad"
24615,"178712","2015-05-18 19:00:00-05","2015-07-05 19:00:00-05","48 days","bad"
24628,"178778","2015-01-17 18:00:00-06","2015-08-29 19:00:00-05","224 days","good"
24628,"178779","2015-08-29 19:00:00-05","2015-12-02 18:00:00-06","95 days","good"
24644,"178868","2015-02-08 18:00:00-06","2015-08-31 19:00:00-05","204 days","good"
24644,"178869","2015-08-31 19:00:00-05","2017-10-18 19:00:00-05","779 days","good"
24658,"178983","2015-08-15 19:00:00-05","2016-01-15 18:00:00-06","153 days","good"
24662,"179011","2015-04-26 19:00:00-05","2015-09-16 19:00:00-05","143 days","good"
24662,"179012","2015-09-16 19:00:00-05","2015-11-15 18:00:00-06","60 days","good"
24662,"179013","2015-11-15 18:00:00-06","2016-02-15 18:00:00-06","92 days","good"
24695,"179239","2015-01-19 18:00:00-06","2015-04-02 19:00:00-05","73 days","bad"
24695,"179240","2015-04-02 19:00:00-05","2016-06-12 19:00:00-05","437 days","bad"
24805,"179901","2015-05-06 19:00:00-05","2016-01-03 18:00:00-06","242 days","good"
24822,"180033","2015-07-30 19:00:00-05","2015-11-11 18:00:00-06","104 days","good"
24822,"180034","2015-11-11 18:00:00-06","2016-03-11 18:00:00-06","121 days","good"
24841,"180119","2015-02-21 18:00:00-06","2015-05-03 19:00:00-05","71 days","good"
24905,"180628","2015-05-10 19:00:00-05","2015-07-14 19:00:00-05","65 days","good"
24922,"180755","2015-03-11 19:00:00-05","2016-01-10 18:00:00-06","305 days","good"
24926,"180804","2015-08-12 19:00:00-05","2015-09-22 19:00:00-05","41 days","bad"
24926,"180805","2015-09-22 19:00:00-05","2015-10-16 19:00:00-05","24 days","bad"
24926,"180806","2015-10-16 19:00:00-05","2016-01-25 18:00:00-06","101 days","bad"
25018,"181301","2015-02-02 18:00:00-06","2015-03-19 19:00:00-05","45 days","good"
25032,"181471","2015-01-08 18:00:00-06","2015-03-18 19:00:00-05","69 days","bad"
25039,"181548","2015-04-01 19:00:00-05","2015-04-20 19:00:00-05","19 days","bad"
25039,"181549","2015-04-20 19:00:00-05","2016-03-28 19:00:00-05","343 days","bad"
25071,"181628","2015-09-02 19:00:00-05","2015-09-08 19:00:00-05","6 days","good"
25071,"181629","2015-09-08 19:00:00-05","2016-02-09 18:00:00-06","154 days","good"
25098,"181751","2015-11-11 18:00:00-06","2016-04-14 19:00:00-05","155 days","good"
25166,"182236","2015-05-12 19:00:00-05","2015-09-23 19:00:00-05","134 days","good"
25177,"182380","2015-07-03 19:00:00-05","2015-08-14 19:00:00-05","42 days","bad"
25177,"182381","2015-08-14 19:00:00-05","2015-10-28 19:00:00-05","75 days","bad"
25177,"182382","2015-10-28 19:00:00-05","2015-11-06 18:00:00-06","9 days","bad"
25177,"182383","2015-11-06 18:00:00-06","2017-07-24 19:00:00-05","626 days","bad"
25191,"182487","2015-01-24 18:00:00-06","2015-04-01 19:00:00-05","67 days","good"
25191,"182488","2015-04-01 19:00:00-05","2016-01-20 18:00:00-06","294 days","good"
25203,"182578","2015-02-05 18:00:00-06","2015-11-26 18:00:00-06","294 days","good"
25205,"182592","2015-06-28 19:00:00-05","2015-07-22 19:00:00-05","24 days","good"
25205,"182593","2015-07-22 19:00:00-05","2015-10-07 19:00:00-05","77 days","good"
25221,"182683","2015-05-13 19:00:00-05","2015-06-25 19:00:00-05","43 days","good"
25221,"182684","2015-06-25 19:00:00-05","2015-11-24 18:00:00-06","152 days","good"
25221,"182685","2015-11-24 18:00:00-06","2016-01-16 18:00:00-06","53 days","good"
25273,"183021","2015-05-30 19:00:00-05","2016-02-22 18:00:00-06","268 days","good"
25281,"183125","2015-12-31 18:00:00-06","2016-05-17 19:00:00-05","138 days","good"
25295,"183210","2015-02-20 18:00:00-06","2016-06-05 19:00:00-05","471 days","good"
25369,"184016","2015-01-09 18:00:00-06","2015-02-15 18:00:00-06","37 days","bad"
25369,"184017","2015-02-15 18:00:00-06","2015-06-14 19:00:00-05","119 days","bad"
25369,"184018","2015-06-14 19:00:00-05","2015-06-21 19:00:00-05","7 days","bad"
25369,"184019","2015-06-21 19:00:00-05","2015-09-01 19:00:00-05","72 days","bad"
25369,"184020","2015-09-01 19:00:00-05","2015-09-09 19:00:00-05","8 days","bad"
25384,"184212","2015-01-27 18:00:00-06","2015-02-23 18:00:00-06","27 days","good"
25384,"184213","2015-02-23 18:00:00-06","2015-12-27 18:00:00-06","307 days","good"
