"officer_id","row_number","incident_date","incident_date-2","allegation_interval","goodorbad"
5438,"40667","2015-01-19 18:00:00-06","2015-06-15 19:00:00-05","147 days","good"
5498,"41120","2015-08-03 19:00:00-05","2015-12-16 18:00:00-06","135 days","good"
5523,"41269","2015-03-13 19:00:00-05","2015-07-22 19:00:00-05","131 days","good"
5558,"41534","2015-03-15 19:00:00-05","2015-05-14 19:00:00-05","60 days","good"
5624,"42039","2015-07-10 19:00:00-05","2015-07-26 19:00:00-05","16 days","good"
5625,"42059","2015-03-12 19:00:00-05","2015-03-16 19:00:00-05","4 days","bad"
5625,"42060","2015-03-16 19:00:00-05","2015-03-19 19:00:00-05","3 days","bad"
5625,"42061","2015-03-19 19:00:00-05","2015-06-18 19:00:00-05","91 days","bad"
5625,"42062","2015-06-18 19:00:00-05","2017-07-07 19:00:00-05","750 days","bad"
5663,"42270","2015-06-14 19:00:00-05","2015-06-15 19:00:00-05","1 day","bad"
5674,"42425","2015-11-10 18:00:00-06","2016-04-02 19:00:00-05","144 days","good"
5675,"42444","2015-03-20 19:00:00-05","2015-11-08 18:00:00-06","233 days","good"
5678,"42447","2015-08-07 19:00:00-05","2016-01-07 18:00:00-06","153 days","good"
5758,"42994","2015-08-10 19:00:00-05","2016-01-21 18:00:00-06","164 days","good"
5767,"43084","2015-01-12 18:00:00-06","2015-03-12 19:00:00-05","59 days","good"
5767,"43085","2015-03-12 19:00:00-05","2016-03-28 19:00:00-05","382 days","good"
5800,"43180","2015-05-19 19:00:00-05","2016-04-27 19:00:00-05","344 days","good"
5843,"43483","2015-06-11 19:00:00-05","2015-08-20 19:00:00-05","70 days","good"
5853,"43492","2015-09-26 19:00:00-05","2016-06-13 19:00:00-05","261 days","good"
5930,"44122","2015-08-12 19:00:00-05","2016-04-26 19:00:00-05","258 days","good"
5956,"44288","2015-05-19 19:00:00-05","2015-06-11 19:00:00-05","23 days","good"
5963,"44297","2015-08-07 19:00:00-05","2015-09-27 19:00:00-05","51 days","good"
5977,"44351","2015-05-02 19:00:00-05","2015-10-07 19:00:00-05","158 days","good"
5997,"44393","2015-06-24 19:00:00-05","2015-12-18 18:00:00-06","177 days","good"
6111,"45118","2015-06-26 19:00:00-05","2016-06-06 19:00:00-05","346 days","good"
6139,"45267","2015-02-28 18:00:00-06","2015-03-16 19:00:00-05","16 days","good"
6162,"45366","2015-09-19 19:00:00-05","2016-05-02 19:00:00-05","226 days","good"
6164,"45395","2015-03-25 19:00:00-05","2015-09-03 19:00:00-05","162 days","good"
6164,"45396","2015-09-03 19:00:00-05","2015-09-06 19:00:00-05","3 days","good"
6164,"45397","2015-09-06 19:00:00-05","2016-01-12 18:00:00-06","128 days","good"
6189,"45605","2015-08-18 19:00:00-05","2016-04-10 19:00:00-05","236 days","bad"
6211,"45752","2015-02-16 18:00:00-06","2015-08-07 19:00:00-05","172 days","good"
6211,"45753","2015-08-07 19:00:00-05","2016-01-24 18:00:00-06","170 days","good"
6254,"46094","2015-10-03 19:00:00-05","2016-01-07 18:00:00-06","96 days","good"
6259,"46111","2015-04-09 19:00:00-05","2017-07-12 19:00:00-05","825 days","good"
6264,"46194","2015-08-21 19:00:00-05","2015-10-22 19:00:00-05","62 days","bad"
6264,"46195","2015-10-22 19:00:00-05","2016-04-07 19:00:00-05","168 days","bad"
6343,"46777","2015-09-05 19:00:00-05","2015-11-19 18:00:00-06","75 days","bad"
6343,"46778","2015-11-19 18:00:00-06","2015-11-26 18:00:00-06","7 days","bad"
6343,"46779","2015-11-26 18:00:00-06","2016-01-23 18:00:00-06","58 days","bad"
6376,"47131","2015-12-12 18:00:00-06","2016-03-01 18:00:00-06","80 days","good"
6381,"47158","2015-04-24 19:00:00-05","2015-04-30 19:00:00-05","6 days","good"
6381,"47159","2015-04-30 19:00:00-05","2015-10-03 19:00:00-05","156 days","good"
6381,"47160","2015-10-03 19:00:00-05","2015-12-02 18:00:00-06","60 days","good"
6420,"47458","2015-01-12 18:00:00-06","2016-03-01 18:00:00-06","414 days","good"
6470,"47794","2015-12-21 18:00:00-06","2016-03-17 19:00:00-05","87 days","good"
6561,"48341","2015-01-23 18:00:00-06","2015-02-05 18:00:00-06","13 days","good"
6561,"48342","2015-02-05 18:00:00-06","2015-04-11 19:00:00-05","65 days","good"
6561,"48343","2015-04-11 19:00:00-05","2015-09-03 19:00:00-05","145 days","good"
6561,"48344","2015-09-03 19:00:00-05","2016-07-29 19:00:00-05","330 days","good"
6599,"48643","2015-03-03 18:00:00-06","2015-04-05 19:00:00-05","33 days","bad"
6599,"48644","2015-04-05 19:00:00-05","2015-05-08 19:00:00-05","33 days","bad"
6599,"48645","2015-05-08 19:00:00-05","2017-06-13 19:00:00-05","767 days","bad"
6651,"48969","2015-04-14 19:00:00-05","2015-04-26 19:00:00-05","12 days","good"
6651,"48970","2015-04-26 19:00:00-05","2015-06-26 19:00:00-05","61 days","good"
6651,"48971","2015-06-26 19:00:00-05","2015-08-06 19:00:00-05","41 days","good"
6651,"48972","2015-08-06 19:00:00-05","2016-03-01 18:00:00-06","208 days","good"
6653,"48984","2015-09-18 19:00:00-05","2015-09-29 19:00:00-05","11 days","good"
6666,"49048","2015-01-17 18:00:00-06","2016-01-16 18:00:00-06","364 days","good"
6681,"49221","2015-11-14 18:00:00-06","2016-03-30 19:00:00-05","137 days","good"
6717,"49480","2015-01-18 18:00:00-06","2015-09-19 19:00:00-05","244 days","bad"
6717,"49481","2015-09-19 19:00:00-05","2015-10-14 19:00:00-05","25 days","bad"
6717,"49482","2015-10-14 19:00:00-05","2015-12-02 18:00:00-06","49 days","bad"
6717,"49483","2015-12-02 18:00:00-06","2016-02-26 18:00:00-06","86 days","bad"
6741,"49625","2015-03-08 19:00:00-05","2015-05-19 19:00:00-05","72 days","good"
6756,"49744","2015-02-17 18:00:00-06","2015-02-28 18:00:00-06","11 days","good"
6756,"49745","2015-02-28 18:00:00-06","2015-08-15 19:00:00-05","168 days","good"
6763,"49809","2015-01-22 18:00:00-06","2015-09-15 19:00:00-05","236 days","good"
6781,"49886","2015-06-23 19:00:00-05","2015-06-23 19:00:00-05","00:00:00","good"
6781,"49887","2015-06-23 19:00:00-05","2016-01-17 18:00:00-06","208 days","good"
6850,"50354","2015-01-17 18:00:00-06","2015-03-12 19:00:00-05","54 days","bad"
6850,"50355","2015-03-12 19:00:00-05","2015-10-07 19:00:00-05","209 days","bad"
6858,"50397","2015-04-16 19:00:00-05","2016-04-14 19:00:00-05","364 days","good"
6861,"50406","2015-10-18 19:00:00-05","2016-03-17 19:00:00-05","151 days","good"
6864,"50410","2015-09-27 19:00:00-05","2015-10-15 19:00:00-05","18 days","good"
6867,"50456","2015-10-02 19:00:00-05","2015-10-18 19:00:00-05","16 days","good"
6867,"50457","2015-10-18 19:00:00-05","2016-01-07 18:00:00-06","81 days","good"
6914,"50703","2015-03-23 19:00:00-05","2015-04-15 19:00:00-05","23 days","good"
6914,"50704","2015-04-15 19:00:00-05","2016-03-09 18:00:00-06","329 days","good"
6957,"51088","2015-07-23 19:00:00-05","2016-06-24 19:00:00-05","337 days","good"
6991,"51309","2015-10-08 19:00:00-05","2015-12-05 18:00:00-06","58 days","good"
6991,"51310","2015-12-05 18:00:00-06","2016-01-07 18:00:00-06","33 days","good"
7010,"51447","2015-03-02 18:00:00-06","2015-03-13 19:00:00-05","11 days","good"
7028,"51616","2015-07-04 19:00:00-05","2016-01-20 18:00:00-06","200 days","good"
7100,"52078","2015-04-25 19:00:00-05","2017-02-24 18:00:00-06","671 days","good"
7124,"52199","2015-05-13 19:00:00-05","2015-11-05 18:00:00-06","176 days","bad"
7124,"52200","2015-11-05 18:00:00-06","2015-11-24 18:00:00-06","19 days","bad"
7124,"52201","2015-11-24 18:00:00-06","2015-12-17 18:00:00-06","23 days","bad"
7124,"52202","2015-12-17 18:00:00-06","2016-01-16 18:00:00-06","30 days","bad"
7144,"52359","2015-08-27 19:00:00-05","2017-04-16 19:00:00-05","598 days","good"
7160,"52489","2015-08-08 19:00:00-05","2015-10-07 19:00:00-05","60 days","good"
7160,"52490","2015-10-07 19:00:00-05","2015-12-15 18:00:00-06","69 days","good"
7163,"52504","2015-07-22 19:00:00-05","2016-02-03 18:00:00-06","196 days","good"
7205,"52814","2015-04-21 19:00:00-05","2015-05-22 19:00:00-05","31 days","good"
7315,"53849","2015-03-10 19:00:00-05","2015-05-27 19:00:00-05","78 days","good"
7322,"53916","2015-03-07 18:00:00-06","2015-06-10 19:00:00-05","95 days","good"
7323,"53936","2015-08-15 19:00:00-05","2015-11-02 18:00:00-06","79 days","good"
7371,"54201","2015-07-03 19:00:00-05","2017-09-11 19:00:00-05","801 days","good"
7387,"54256","2015-03-04 18:00:00-06","2015-11-05 18:00:00-06","246 days","good"
7387,"54257","2015-11-05 18:00:00-06","2016-01-16 18:00:00-06","72 days","good"
7432,"54574","2015-04-14 19:00:00-05","2015-04-23 19:00:00-05","9 days","good"
7501,"54892","2015-03-04 18:00:00-06","2015-03-14 19:00:00-05","10 days","good"
7537,"55072","2015-01-01 18:00:00-06","2015-09-29 19:00:00-05","271 days","good"
7587,"55356","2015-11-14 18:00:00-06","2016-02-24 18:00:00-06","102 days","good"
7590,"55385","2015-01-09 18:00:00-06","2015-02-15 18:00:00-06","37 days","bad"
7590,"55386","2015-02-15 18:00:00-06","2015-06-14 19:00:00-05","119 days","bad"
7590,"55387","2015-06-14 19:00:00-05","2015-06-21 19:00:00-05","7 days","bad"
7590,"55388","2015-06-21 19:00:00-05","2015-09-01 19:00:00-05","72 days","bad"
7590,"55389","2015-09-01 19:00:00-05","2015-09-09 19:00:00-05","8 days","bad"
7590,"55390","2015-09-09 19:00:00-05","2016-01-30 18:00:00-06","143 days","bad"
7602,"55428","2015-09-27 19:00:00-05","2017-10-29 19:00:00-05","763 days","good"
7603,"55461","2015-04-27 19:00:00-05","2015-06-09 19:00:00-05","43 days","bad"
7603,"55462","2015-06-09 19:00:00-05","2016-05-26 19:00:00-05","352 days","bad"
7659,"55755","2015-06-30 19:00:00-05","2015-11-30 18:00:00-06","153 days","good"
7659,"55756","2015-11-30 18:00:00-06","2017-12-06 18:00:00-06","737 days","good"
7713,"56220","2015-06-11 19:00:00-05","2015-07-15 19:00:00-05","34 days","bad"
7791,"56715","2015-07-27 19:00:00-05","2015-12-27 18:00:00-06","153 days","good"
7803,"56778","2015-08-22 19:00:00-05","2016-04-24 19:00:00-05","246 days","good"
7861,"57211","2015-04-14 19:00:00-05","2015-06-23 19:00:00-05","70 days","good"
7862,"57235","2015-02-28 18:00:00-06","2017-04-15 19:00:00-05","777 days","good"
7970,"57825","2015-04-23 19:00:00-05","2016-06-23 19:00:00-05","427 days","good"
7972,"57862","2015-10-24 19:00:00-05","2016-05-05 19:00:00-05","194 days","good"
8023,"58258","2015-03-20 19:00:00-05","2015-05-18 19:00:00-05","59 days","good"
8041,"58372","2015-11-18 18:00:00-06","2016-02-22 18:00:00-06","96 days","good"
8064,"58582","2015-06-19 19:00:00-05","2017-07-17 19:00:00-05","759 days","good"
8089,"58782","2015-01-16 18:00:00-06","2015-06-05 19:00:00-05","140 days","good"
8097,"58820","2015-12-08 18:00:00-06","2016-04-20 19:00:00-05","134 days","good"
8145,"59353","2015-01-23 18:00:00-06","2015-01-23 18:00:00-06","00:00:00","good"
8145,"59354","2015-01-23 18:00:00-06","2015-07-22 19:00:00-05","180 days","good"
8145,"59355","2015-07-22 19:00:00-05","2015-07-24 19:00:00-05","2 days","good"
8145,"59356","2015-07-24 19:00:00-05","2015-11-22 18:00:00-06","121 days","good"
8145,"59357","2015-11-22 18:00:00-06","2016-03-25 19:00:00-05","124 days","good"
8169,"59568","2015-08-31 19:00:00-05","2015-11-04 18:00:00-06","65 days","bad"
8169,"59569","2015-11-04 18:00:00-06","2016-04-18 19:00:00-05","166 days","bad"
8176,"59616","2015-10-01 19:00:00-05","2015-11-18 18:00:00-06","48 days","good"
8176,"59617","2015-11-18 18:00:00-06","2016-04-27 19:00:00-05","161 days","good"
8248,"59905","2015-10-31 19:00:00-05","2015-11-29 18:00:00-06","29 days","good"
8248,"59906","2015-11-29 18:00:00-06","2017-05-02 19:00:00-05","520 days","good"
8257,"60028","2015-05-04 19:00:00-05","2015-10-15 19:00:00-05","164 days","good"
8300,"60273","2015-01-18 18:00:00-06","2015-01-23 18:00:00-06","5 days","good"
8300,"60274","2015-01-23 18:00:00-06","2015-02-05 18:00:00-06","13 days","good"
8300,"60275","2015-02-05 18:00:00-06","2017-07-02 19:00:00-05","878 days","good"
8304,"60283","2015-10-02 19:00:00-05","2015-10-18 19:00:00-05","16 days","good"
8304,"60284","2015-10-18 19:00:00-05","2016-01-07 18:00:00-06","81 days","good"
8315,"60364","2015-12-03 18:00:00-06","2016-01-26 18:00:00-06","54 days","good"
8333,"60490","2015-06-11 19:00:00-05","2015-08-20 19:00:00-05","70 days","good"
8348,"60611","2015-01-29 18:00:00-06","2015-06-01 19:00:00-05","123 days","good"
8355,"60644","2015-03-23 19:00:00-05","2015-04-15 19:00:00-05","23 days","good"
8355,"60645","2015-04-15 19:00:00-05","2015-08-07 19:00:00-05","114 days","good"
8355,"60646","2015-08-07 19:00:00-05","2016-01-07 18:00:00-06","153 days","good"
8399,"61065","2015-01-21 18:00:00-06","2015-08-11 19:00:00-05","202 days","good"
8400,"61068","2015-01-02 18:00:00-06","2015-01-17 18:00:00-06","15 days","bad"
8400,"61069","2015-01-17 18:00:00-06","2015-08-01 19:00:00-05","196 days","bad"
8400,"61070","2015-08-01 19:00:00-05","2015-09-15 19:00:00-05","45 days","bad"
8417,"61187","2015-01-22 18:00:00-06","2015-10-11 19:00:00-05","262 days","bad"
8428,"61314","2015-01-22 18:00:00-06","2016-04-22 19:00:00-05","456 days","bad"
8443,"61460","2015-05-10 19:00:00-05","2015-07-24 19:00:00-05","75 days","good"
8475,"61724","2015-01-27 18:00:00-06","2015-06-01 19:00:00-05","125 days","bad"
8475,"61725","2015-06-01 19:00:00-05","2015-08-01 19:00:00-05","61 days","bad"
8475,"61726","2015-08-01 19:00:00-05","2017-08-20 19:00:00-05","750 days","bad"
8485,"61855","2015-02-15 18:00:00-06","2015-09-01 19:00:00-05","198 days","good"
8556,"62255","2015-02-19 18:00:00-06","2015-07-01 19:00:00-05","132 days","good"
8556,"62256","2015-07-01 19:00:00-05","2015-10-11 19:00:00-05","102 days","good"
8597,"62707","2015-02-02 18:00:00-06","2015-08-18 19:00:00-05","197 days","good"
8713,"63726","2015-04-14 19:00:00-05","2015-06-23 19:00:00-05","70 days","good"
8744,"63855","2015-08-27 19:00:00-05","2016-04-12 19:00:00-05","229 days","good"
8749,"63955","2015-05-12 19:00:00-05","2015-05-20 19:00:00-05","8 days","good"
8766,"64003","2015-05-27 19:00:00-05","2015-06-19 19:00:00-05","23 days","good"
8797,"64313","2015-11-08 18:00:00-06","2016-02-25 18:00:00-06","109 days","good"
8804,"64400","2015-03-14 19:00:00-05","2017-10-04 19:00:00-05","935 days","good"
8842,"64588","2015-08-09 19:00:00-05","2015-08-09 19:00:00-05","00:00:00","good"
8842,"64589","2015-08-09 19:00:00-05","2015-08-23 19:00:00-05","14 days","good"
8850,"64660","2015-10-10 19:00:00-05","2016-04-06 19:00:00-05","179 days","good"
8852,"64715","2015-06-03 19:00:00-05","2015-07-22 19:00:00-05","49 days","bad"
8852,"64716","2015-07-22 19:00:00-05","2015-07-24 19:00:00-05","2 days","bad"
8882,"64981","2015-10-06 19:00:00-05","2016-01-25 18:00:00-06","111 days","good"
8897,"65055","2015-01-23 18:00:00-06","2016-04-14 19:00:00-05","447 days","good"
8995,"65909","2015-03-30 19:00:00-05","2015-06-24 19:00:00-05","86 days","good"
9062,"66394","2015-03-23 19:00:00-05","2015-06-06 19:00:00-05","75 days","good"
9062,"66395","2015-06-06 19:00:00-05","2015-11-22 18:00:00-06","169 days","good"
9091,"66691","2015-04-01 19:00:00-05","2016-04-18 19:00:00-05","383 days","bad"
9105,"66841","2015-05-26 19:00:00-05","2015-10-04 19:00:00-05","131 days","good"
9114,"66901","2015-10-08 19:00:00-05","2016-02-29 18:00:00-06","144 days","good"
9138,"67145","2015-03-25 19:00:00-05","2015-11-13 18:00:00-06","233 days","bad"
9147,"67200","2015-04-01 19:00:00-05","2015-05-23 19:00:00-05","52 days","good"
9147,"67201","2015-05-23 19:00:00-05","2016-02-03 18:00:00-06","256 days","good"
9238,"67775","2015-07-18 19:00:00-05","2016-01-19 18:00:00-06","185 days","good"
9254,"67847","2015-05-13 19:00:00-05","2015-12-20 18:00:00-06","221 days","good"
9262,"67917","2015-02-10 18:00:00-06","2015-05-09 19:00:00-05","88 days","good"
9262,"67918","2015-05-09 19:00:00-05","2015-11-25 18:00:00-06","200 days","good"
9266,"67943","2015-02-25 18:00:00-06","2015-05-21 19:00:00-05","85 days","good"
9271,"67979","2015-02-14 18:00:00-06","2015-08-11 19:00:00-05","178 days","good"
9309,"68277","2015-02-13 18:00:00-06","2015-02-28 18:00:00-06","15 days","good"
9309,"68278","2015-02-28 18:00:00-06","2015-10-29 19:00:00-05","243 days","good"
9309,"68279","2015-10-29 19:00:00-05","2016-02-13 18:00:00-06","107 days","good"
9316,"68346","2015-02-06 18:00:00-06","2016-04-04 19:00:00-05","423 days","good"
9350,"68545","2015-03-25 19:00:00-05","2015-04-26 19:00:00-05","32 days","good"
9350,"68546","2015-04-26 19:00:00-05","2015-05-06 19:00:00-05","10 days","good"
9350,"68547","2015-05-06 19:00:00-05","2015-06-09 19:00:00-05","34 days","good"
9370,"68650","2015-04-08 19:00:00-05","2015-04-12 19:00:00-05","4 days","bad"
9370,"68651","2015-04-12 19:00:00-05","2015-09-16 19:00:00-05","157 days","bad"
9371,"68683","2015-01-01 18:00:00-06","2015-10-21 19:00:00-05","293 days","good"
9380,"68733","2015-01-24 18:00:00-06","2015-04-18 19:00:00-05","84 days","bad"
9380,"68734","2015-04-18 19:00:00-05","2015-05-14 19:00:00-05","26 days","bad"
9380,"68735","2015-05-14 19:00:00-05","2015-08-11 19:00:00-05","89 days","bad"
9380,"68736","2015-08-11 19:00:00-05","2015-11-05 18:00:00-06","86 days","bad"
9380,"68737","2015-11-05 18:00:00-06","2016-06-10 19:00:00-05","218 days","bad"
9479,"69405","2015-12-13 18:00:00-06","2016-01-29 18:00:00-06","47 days","good"
9482,"69418","2015-08-01 19:00:00-05","2015-10-14 19:00:00-05","74 days","good"
9551,"69986","2015-01-09 18:00:00-06","2015-02-06 18:00:00-06","28 days","good"
9574,"70216","2015-07-10 19:00:00-05","2015-07-16 19:00:00-05","6 days","good"
9574,"70217","2015-07-16 19:00:00-05","2016-06-10 19:00:00-05","330 days","good"
9589,"70376","2015-11-30 18:00:00-06","2015-12-07 18:00:00-06","7 days","good"
9590,"70399","2015-04-30 19:00:00-05","2015-07-22 19:00:00-05","83 days","bad"
9590,"70400","2015-07-22 19:00:00-05","2015-07-24 19:00:00-05","2 days","bad"
9590,"70401","2015-07-24 19:00:00-05","2016-01-21 18:00:00-06","181 days","bad"
9592,"70407","2015-12-28 18:00:00-06","2016-03-17 19:00:00-05","80 days","good"
9596,"70445","2015-02-21 18:00:00-06","2015-10-17 19:00:00-05","238 days","good"
9596,"70446","2015-10-17 19:00:00-05","2015-10-23 19:00:00-05","6 days","good"
9596,"70447","2015-10-23 19:00:00-05","2016-02-14 18:00:00-06","114 days","good"
9597,"70451","2015-01-18 18:00:00-06","2015-04-29 19:00:00-05","101 days","bad"
9597,"70452","2015-04-29 19:00:00-05","2015-05-23 19:00:00-05","24 days","bad"
9597,"70453","2015-05-23 19:00:00-05","2015-10-14 19:00:00-05","144 days","bad"
9597,"70454","2015-10-14 19:00:00-05","2015-12-02 18:00:00-06","49 days","bad"
9597,"70455","2015-12-02 18:00:00-06","2016-06-27 19:00:00-05","208 days","bad"
9627,"70679","2015-05-06 19:00:00-05","2015-05-16 19:00:00-05","10 days","good"
9648,"70929","2015-02-13 18:00:00-06","2015-08-23 19:00:00-05","191 days","good"
9648,"70930","2015-08-23 19:00:00-05","2015-08-29 19:00:00-05","6 days","good"
9648,"70931","2015-08-29 19:00:00-05","2017-09-19 19:00:00-05","752 days","good"
9694,"71253","2015-06-30 19:00:00-05","2017-09-19 19:00:00-05","812 days","bad"
9697,"71307","2015-09-27 19:00:00-05","2016-01-03 18:00:00-06","98 days","bad"
9704,"71403","2015-01-22 18:00:00-06","2015-10-20 19:00:00-05","271 days","good"
9704,"71404","2015-10-20 19:00:00-05","2015-10-27 19:00:00-05","7 days","good"
9704,"71405","2015-10-27 19:00:00-05","2015-10-31 19:00:00-05","4 days","good"
9704,"71406","2015-10-31 19:00:00-05","2015-11-11 18:00:00-06","11 days","good"
9752,"71729","2015-11-04 18:00:00-06","2016-01-03 18:00:00-06","60 days","good"
9773,"71959","2015-04-24 19:00:00-05","2015-10-22 19:00:00-05","181 days","bad"
9773,"71960","2015-10-22 19:00:00-05","2016-06-06 19:00:00-05","228 days","bad"
9810,"72168","2015-06-08 19:00:00-05","2016-01-16 18:00:00-06","222 days","good"
9816,"72223","2015-12-27 18:00:00-06","2016-04-30 19:00:00-05","125 days","good"
9822,"72353","2015-05-22 19:00:00-05","2015-07-05 19:00:00-05","44 days","good"
9873,"72614","2015-11-02 18:00:00-06","2016-03-28 19:00:00-05","147 days","good"
9898,"72764","2015-09-03 19:00:00-05","2015-10-08 19:00:00-05","35 days","good"
9906,"72829","2015-06-03 19:00:00-05","2016-01-12 18:00:00-06","223 days","good"
9950,"73048","2015-08-28 19:00:00-05","2015-09-03 19:00:00-05","6 days","good"
9952,"73102","2015-05-14 19:00:00-05","2015-12-05 18:00:00-06","205 days","bad"
9952,"73103","2015-12-05 18:00:00-06","2016-02-19 18:00:00-06","76 days","bad"
9963,"73207","2015-08-09 19:00:00-05","2015-08-09 19:00:00-05","00:00:00","bad"
9964,"73237","2015-03-02 18:00:00-06","2015-12-17 18:00:00-06","290 days","good"
9986,"73420","2015-03-08 19:00:00-05","2015-11-18 18:00:00-06","255 days","good"
10045,"73858","2015-02-21 18:00:00-06","2016-02-14 18:00:00-06","358 days","good"
10138,"74552","2015-04-17 19:00:00-05","2016-06-15 19:00:00-05","425 days","good"
10152,"74722","2015-03-18 19:00:00-05","2015-05-01 19:00:00-05","44 days","bad"
10152,"74723","2015-05-01 19:00:00-05","2015-06-26 19:00:00-05","56 days","bad"
10152,"74724","2015-06-26 19:00:00-05","2015-09-22 19:00:00-05","88 days","bad"
10152,"74725","2015-09-22 19:00:00-05","2015-12-27 18:00:00-06","96 days","bad"
10152,"74726","2015-12-27 18:00:00-06","2016-04-26 19:00:00-05","121 days","bad"
10154,"74750","2015-12-10 18:00:00-06","2016-05-14 19:00:00-05","156 days","good"
10166,"74916","2015-06-04 19:00:00-05","2016-01-24 18:00:00-06","234 days","good"
10181,"75035","2015-03-02 18:00:00-06","2015-07-13 19:00:00-05","133 days","good"
10181,"75036","2015-07-13 19:00:00-05","2015-10-17 19:00:00-05","96 days","good"
10201,"75203","2015-01-09 18:00:00-06","2016-05-10 19:00:00-05","487 days","good"
10221,"75360","2015-03-30 19:00:00-05","2015-06-18 19:00:00-05","80 days","bad"
10246,"75596","2015-02-04 18:00:00-06","2015-03-12 19:00:00-05","36 days","good"
10254,"75663","2015-07-27 19:00:00-05","2015-10-22 19:00:00-05","87 days","good"
10257,"75665","2015-08-15 19:00:00-05","2016-04-16 19:00:00-05","245 days","good"
10273,"75788","2015-03-16 19:00:00-05","2016-06-10 19:00:00-05","452 days","good"
10330,"76259","2015-03-19 19:00:00-05","2016-01-23 18:00:00-06","310 days","bad"
10332,"76280","2015-04-28 19:00:00-05","2015-10-10 19:00:00-05","165 days","good"
10332,"76281","2015-10-10 19:00:00-05","2015-12-01 18:00:00-06","52 days","good"
10348,"76482","2015-04-30 19:00:00-05","2015-07-27 19:00:00-05","88 days","good"
10348,"76483","2015-07-27 19:00:00-05","2015-11-06 18:00:00-06","102 days","good"
10371,"76730","2015-05-08 19:00:00-05","2015-10-19 19:00:00-05","164 days","good"
10420,"77069","2015-03-16 19:00:00-05","2015-09-04 19:00:00-05","172 days","good"
10420,"77070","2015-09-04 19:00:00-05","2015-09-05 19:00:00-05","1 day","good"
10445,"77277","2015-01-02 18:00:00-06","2015-07-20 19:00:00-05","199 days","bad"
10445,"77278","2015-07-20 19:00:00-05","2015-08-20 19:00:00-05","31 days","bad"
10468,"77434","2015-05-02 19:00:00-05","2015-06-15 19:00:00-05","44 days","good"
10468,"77435","2015-06-15 19:00:00-05","2015-06-28 19:00:00-05","13 days","good"
10468,"77436","2015-06-28 19:00:00-05","2015-08-15 19:00:00-05","48 days","good"
10534,"77934","2015-10-12 19:00:00-05","2016-05-08 19:00:00-05","209 days","good"
10541,"77978","2015-05-03 19:00:00-05","2016-02-05 18:00:00-06","278 days","good"
10588,"78466","2015-05-02 19:00:00-05","2016-02-15 18:00:00-06","289 days","good"
10654,"78875","2015-06-05 19:00:00-05","2015-06-23 19:00:00-05","18 days","good"
10654,"78876","2015-06-23 19:00:00-05","2015-08-30 19:00:00-05","68 days","good"
10654,"78877","2015-08-30 19:00:00-05","2016-02-05 18:00:00-06","159 days","good"
10659,"78911","2015-01-16 18:00:00-06","2016-05-29 19:00:00-05","499 days","good"
10719,"79276","2015-07-30 19:00:00-05","2016-04-05 19:00:00-05","250 days","good"
10800,"79878","2015-05-28 19:00:00-05","2015-06-27 19:00:00-05","30 days","good"
10809,"79987","2015-03-14 19:00:00-05","2016-02-03 18:00:00-06","326 days","good"
10960,"81013","2015-01-22 18:00:00-06","2015-06-03 19:00:00-05","132 days","good"
10960,"81014","2015-06-03 19:00:00-05","2015-09-16 19:00:00-05","105 days","good"
10960,"81015","2015-09-16 19:00:00-05","2015-11-28 18:00:00-06","73 days","good"
10960,"81016","2015-11-28 18:00:00-06","2016-03-27 19:00:00-05","120 days","good"
11007,"81386","2015-02-20 18:00:00-06","2015-06-06 19:00:00-05","106 days","good"
11062,"81707","2015-03-24 19:00:00-05","2016-04-27 19:00:00-05","400 days","good"
11093,"81878","2015-02-28 18:00:00-06","2015-04-29 19:00:00-05","60 days","good"
11096,"81892","2015-02-02 18:00:00-06","2015-04-24 19:00:00-05","81 days","good"
11096,"81893","2015-04-24 19:00:00-05","2015-10-20 19:00:00-05","179 days","good"
11099,"81895","2015-06-20 19:00:00-05","2015-09-07 19:00:00-05","79 days","good"
11099,"81896","2015-09-07 19:00:00-05","2015-09-13 19:00:00-05","6 days","good"
11099,"81897","2015-09-13 19:00:00-05","2015-10-09 19:00:00-05","26 days","good"
11099,"81898","2015-10-09 19:00:00-05","2016-11-29 18:00:00-06","417 days","good"
11116,"81995","2015-09-27 19:00:00-05","2016-01-03 18:00:00-06","98 days","good"
11157,"82357","2015-09-25 19:00:00-05","2016-06-02 19:00:00-05","251 days","good"
11190,"82766","2015-03-16 19:00:00-05","2015-04-24 19:00:00-05","39 days","bad"
11222,"83033","2015-01-01 18:00:00-06","2015-07-06 19:00:00-05","186 days","good"
11243,"83237","2015-03-02 18:00:00-06","2015-07-13 19:00:00-05","133 days","good"
11246,"83294","2015-08-12 19:00:00-05","2015-08-15 19:00:00-05","3 days","good"
11257,"83341","2015-10-10 19:00:00-05","2016-03-12 18:00:00-06","154 days","good"
11360,"84034","2015-06-17 19:00:00-05","2015-07-11 19:00:00-05","24 days","good"
11360,"84035","2015-07-11 19:00:00-05","2015-07-18 19:00:00-05","7 days","good"
11365,"84124","2015-06-07 19:00:00-05","2015-09-23 19:00:00-05","108 days","bad"
11365,"84125","2015-09-23 19:00:00-05","2015-11-23 18:00:00-06","61 days","bad"
11365,"84126","2015-11-23 18:00:00-06","2017-02-27 18:00:00-06","462 days","bad"
